country,iso3,year,month,type,expected.mean,acm.mean,excess.mean,cumul.excess.mean,cumul.excess.low,cumul.excess.high
Bangladesh,BGD,2021,8,Predicted,67094,86009,18915,130000,41671,218627
Bangladesh,BGD,2021,9,Predicted,67164,73590,6426,136426,45654,229513
Bangladesh,BGD,2021,10,Predicted,67344,68843,1499,137925,49141,228559
Bangladesh,BGD,2021,11,Predicted,69411,70016,605,138530,48660,233877
Bangladesh,BGD,2021,12,Predicted,71443,73678,2235,140764,49648,237705
Bulgaria,BGR,2020,1,Reported,10248,10154,-94,-94,-591,387
Bulgaria,BGR,2020,2,Reported,9623,9352,-271,-364,-1048,290
Bulgaria,BGR,2020,3,Reported,9447,9125,-322,-686,-1545,196
Bulgaria,BGR,2020,4,Reported,8954,8552,-402,-1088,-2056,-74
Bulgaria,BGR,2020,5,Reported,8628,8512,-116,-1204,-2277,-138
Bulgaria,BGR,2020,6,Reported,8373,8349,-24,-1228,-2424,-78
Bulgaria,BGR,2020,7,Reported,8424,8950,526,-701,-1941,534
Bulgaria,BGR,2020,8,Reported,8156,8747,591,-111,-1434,1201
Bulgaria,BGR,2020,9,Reported,7929,8130,201,91,-1281,1508
Bulgaria,BGR,2020,10,Reported,8670,10196,1526,1617,146,3084
Bulgaria,BGR,2020,11,Reported,9249,17688,8439,10056,8504,11456
Bulgaria,BGR,2020,12,Reported,10245,17068,6823,16879,15272,18407
Bulgaria,BGR,2021,1,Reported,10216,11277,1061,17940,16209,19529
Bulgaria,BGR,2021,2,Reported,9600,9872,272,18213,16405,19975
Bulgaria,BGR,2021,3,Reported,9420,14752,5332,23545,21610,25366
Bulgaria,BGR,2021,4,Reported,8892,15359,6467,30012,28099,31886
Bulgaria,BGR,2021,5,Reported,8606,10918,2312,32324,30328,34179
Bulgaria,BGR,2021,6,Reported,8338,9078,740,33064,31044,34940
Bulgaria,BGR,2021,7,Reported,8397,9119,722,33786,31673,35789
Bulgaria,BGR,2021,8,Reported,8143,9953,1810,35596,33461,37739
Bulgaria,BGR,2021,9,Reported,7909,11742,3833,39429,37197,41574
Bulgaria,BGR,2021,10,Reported,8640,15678,7038,46467,44224,48668
Bulgaria,BGR,2021,11,Reported,9212,16631,7419,53887,51520,56129
Bulgaria,BGR,2021,12,Reported,10219,13826,3607,57494,55188,59781
Bahrain,BHR,2020,1,Predicted,448,433,-15,-15,-124,123
Bahrain,BHR,2020,2,Predicted,439,419,-21,-35,-201,143
Bahrain,BHR,2020,3,Predicted,432,421,-11,-46,-244,171
Bahrain,BHR,2020,4,Predicted,417,402,-15,-62,-295,190
Bahrain,BHR,2020,5,Predicted,401,418,16,-45,-306,226
Bahrain,BHR,2020,6,Predicted,392,504,112,66,-231,404
Bahrain,BHR,2020,7,Predicted,388,513,124,191,-137,560
Bahrain,BHR,2020,8,Predicted,391,461,70,261,-82,655
Bahrain,BHR,2020,9,Predicted,399,429,30,291,-62,709
Bahrain,BHR,2020,10,Predicted,415,422,7,299,-65,722
Bahrain,BHR,2020,11,Predicted,427,406,-20,278,-104,703
Bahrain,BHR,2020,12,Predicted,444,412,-32,246,-146,676
Bahrain,BHR,2021,1,Predicted,484,448,-35,211,-235,680
Bahrain,BHR,2021,2,Predicted,473,468,-5,206,-230,692
Bahrain,BHR,2021,3,Predicted,466,484,19,224,-236,745
Bahrain,BHR,2021,4,Predicted,450,519,69,294,-185,818
Bahrain,BHR,2021,5,Predicted,432,601,169,463,-43,1022
Bahrain,BHR,2021,6,Predicted,421,623,202,665,122,1235
Bahrain,BHR,2021,7,Predicted,418,484,66,731,162,1334
Bahrain,BHR,2021,8,Predicted,420,442,22,753,162,1371
Bahrain,BHR,2021,9,Predicted,429,418,-11,742,134,1383
Bahrain,BHR,2021,10,Predicted,446,427,-19,723,122,1392
Bahrain,BHR,2021,11,Predicted,459,433,-26,697,53,1374
Bahrain,BHR,2021,12,Predicted,477,447,-31,666,5,1346
Bahamas,BHS,2020,1,Predicted,230,229,-1,-1,-61,70
Bahamas,BHS,2020,2,Predicted,229,227,-2,-3,-92,94
Bahamas,BHS,2020,3,Predicted,227,222,-5,-9,-118,110
Bahamas,BHS,2020,4,Predicted,226,251,25,16,-124,158
Bahamas,BHS,2020,5,Predicted,225,229,4,20,-128,183
Bahamas,BHS,2020,6,Predicted,222,257,35,56,-109,239
Bahamas,BHS,2020,7,Predicted,221,262,41,97,-83,294
Bahamas,BHS,2020,8,Predicted,221,315,95,191,-19,426
Bahamas,BHS,2020,9,Predicted,222,290,68,260,30,530
Bahamas,BHS,2020,10,Predicted,223,274,51,311,55,579
Bahamas,BHS,2020,11,Predicted,226,246,20,331,81,604
Bahamas,BHS,2020,12,Predicted,232,237,4,335,62,616
Bahamas,BHS,2021,1,Predicted,237,241,4,339,55,625
Bahamas,BHS,2021,2,Predicted,236,237,0,340,58,635
Bahamas,BHS,2021,3,Predicted,234,246,13,353,60,671
Bahamas,BHS,2021,4,Predicted,232,257,25,377,70,690
Bahamas,BHS,2021,5,Predicted,232,290,59,436,108,744
Bahamas,BHS,2021,6,Predicted,228,277,48,484,143,802
Bahamas,BHS,2021,7,Predicted,227,299,72,556,208,894
Bahamas,BHS,2021,8,Predicted,227,343,116,672,305,1034
Bahamas,BHS,2021,9,Predicted,228,375,147,819,436,1185
Bahamas,BHS,2021,10,Predicted,229,336,106,925,537,1308
Bahamas,BHS,2021,11,Predicted,232,267,34,960,556,1372
Bahamas,BHS,2021,12,Predicted,239,282,43,1003,574,1425
Bosnia and Herzegovina,BIH,2020,1,Reported,3387,2850,-537,-537,-771,-325
Bosnia and Herzegovina,BIH,2020,2,Reported,3493,3260,-233,-770,-1084,-458
Bosnia and Herzegovina,BIH,2020,3,Reported,3453,3023,-430,-1201,-1612,-776
Bosnia and Herzegovina,BIH,2020,4,Reported,3278,3264,-14,-1215,-1681,-721
Bosnia and Herzegovina,BIH,2020,5,Reported,3126,2990,-136,-1351,-1886,-824
Bosnia and Herzegovina,BIH,2020,6,Reported,2998,3006,8,-1343,-1936,-795
Bosnia and Herzegovina,BIH,2020,7,Reported,2956,3121,165,-1179,-1774,-601
Bosnia and Herzegovina,BIH,2020,8,Reported,2951,3388,437,-742,-1354,-141
Bosnia and Herzegovina,BIH,2020,9,Reported,2964,3521,557,-185,-848,465
Bosnia and Herzegovina,BIH,2020,10,Reported,3077,3569,492,307,-378,982
Bosnia and Herzegovina,BIH,2020,11,Reported,3215,5507,2292,2599,1861,3327
Bosnia and Herzegovina,BIH,2020,12,Reported,3398,6068,2670,5268,4512,6030
Bosnia and Herzegovina,BIH,2021,1,Reported,3451,3514,63,5331,4515,6169
Bosnia and Herzegovina,BIH,2021,2,Reported,3542,3516,-26,5305,4371,6192
Bosnia and Herzegovina,BIH,2021,3,Reported,3511,4872,1361,6666,5626,7591
Bosnia and Herzegovina,BIH,2021,4,Reported,3342,6159,2817,9482,8378,10481
Bosnia and Herzegovina,BIH,2021,5,Reported,3176,4298,1122,10604,9520,11654
Bosnia and Herzegovina,BIH,2021,6,Reported,3050,3334,284,10888,9709,11980
Bosnia and Herzegovina,BIH,2021,7,Reported,3006,3122,116,11004,9871,12120
Bosnia and Herzegovina,BIH,2021,8,Reported,2991,3073,82,11086,9877,12222
Bosnia and Herzegovina,BIH,2021,9,Reported,3011,3846,835,11921,10641,13070
Bosnia and Herzegovina,BIH,2021,10,Reported,3124,4199,1075,12996,11712,14187
Bosnia and Herzegovina,BIH,2021,11,Reported,3266,4697,1431,14427,13091,15637
Bosnia and Herzegovina,BIH,2021,12,Reported,3449,4738,1289,15716,14324,17014
Belarus,BLR,2020,1,Reported,10510,10725,215,215,-229,676
Belarus,BLR,2020,2,Reported,10533,9622,-911,-696,-1314,-61
Belarus,BLR,2020,3,Reported,10545,10690,145,-550,-1331,209
Belarus,BLR,2020,4,Reported,10395,10886,491,-59,-985,878
Belarus,BLR,2020,5,Reported,10070,11966,1896,1837,820,2923
Belarus,BLR,2020,6,Reported,9682,13016,3334,5171,4083,6375
Belarus,BLR,2020,7,Reported,9415,10759,1344,6514,5344,7779
Belarus,BLR,2020,8,Reported,9350,10413,1063,7577,6335,8945
Belarus,BLR,2020,9,Reported,9506,10659,1153,8731,7333,10091
Belarus,BLR,2020,10,Reported,9915,12704,2789,11520,10050,12902
Belarus,BLR,2020,11,Reported,10201,15565,5364,16884,15290,18351
Belarus,BLR,2020,12,Reported,10500,17531,7031,23915,22372,25504
Belarus,BLR,2021,1,Reported,10527,16127,5600,29515,27860,31202
Belarus,BLR,2021,2,Reported,10548,12554,2006,31521,29796,33257
Belarus,BLR,2021,3,Reported,10561,11036,475,31996,30166,33925
Belarus,BLR,2021,4,Predicted,10397,11536,1139,33135,29756,36929
Belarus,BLR,2021,5,Predicted,10097,11508,1411,34546,30103,39540
Belarus,BLR,2021,6,Predicted,9683,11166,1483,36029,30556,42457
Belarus,BLR,2021,7,Predicted,9443,11060,1617,37647,31461,45037
Belarus,BLR,2021,8,Predicted,9367,10986,1619,39266,31967,47670
Belarus,BLR,2021,9,Predicted,9528,11431,1903,41169,33010,49779
Belarus,BLR,2021,10,Predicted,9914,12385,2471,43640,34163,53385
Belarus,BLR,2021,11,Predicted,10233,12941,2708,46348,36234,57759
Belarus,BLR,2021,12,Predicted,10530,13075,2545,48893,37783,61499
Belize,BLZ,2020,1,Reported,174,178,4,4,-6,14
Belize,BLZ,2020,2,Reported,174,166,-8,-4,-19,11
Belize,BLZ,2020,3,Reported,174,166,-8,-12,-30,6
Belize,BLZ,2020,4,Reported,171,145,-26,-38,-60,-18
Belize,BLZ,2020,5,Reported,168,157,-11,-49,-72,-25
Belize,BLZ,2020,6,Reported,165,168,3,-46,-71,-22
Belize,BLZ,2020,7,Reported,164,156,-8,-54,-81,-27
Belize,BLZ,2020,8,Reported,165,156,-9,-63,-91,-35
Belize,BLZ,2020,9,Reported,167,149,-18,-81,-111,-50
Belize,BLZ,2020,10,Reported,169,189,20,-60,-93,-29
Belize,BLZ,2020,11,Reported,172,253,81,21,-13,52
Belize,BLZ,2020,12,Reported,174,275,101,122,88,156
Belize,BLZ,2021,1,Predicted,178,263,85,207,120,298
Belize,BLZ,2021,2,Predicted,178,216,38,245,133,370
Belize,BLZ,2021,3,Predicted,178,199,21,267,131,412
Belize,BLZ,2021,4,Predicted,175,211,36,303,139,475
Belize,BLZ,2021,5,Predicted,172,181,9,312,125,504
Belize,BLZ,2021,6,Predicted,169,188,19,330,129,538
Belize,BLZ,2021,7,Predicted,168,194,26,356,131,594
Belize,BLZ,2021,8,Predicted,169,212,43,399,145,663
Belize,BLZ,2021,9,Predicted,171,243,72,471,196,768
Belize,BLZ,2021,10,Predicted,173,268,95,566,254,901
Belize,BLZ,2021,11,Predicted,176,263,87,653,317,1024
Belize,BLZ,2021,12,Predicted,178,222,44,697,329,1103
Bolivia (Plurinational State of),BOL,2020,1,Reported,7518,7840,322,322,154,497
Bolivia (Plurinational State of),BOL,2020,2,Reported,6904,7253,349,671,401,928
Bolivia (Plurinational State of),BOL,2020,3,Reported,7360,7670,310,981,657,1306
Bolivia (Plurinational State of),BOL,2020,4,Reported,7140,5024,-2116,-1136,-1490,-753
Bolivia (Plurinational State of),BOL,2020,5,Reported,7547,7235,-312,-1447,-1912,-1025
Bolivia (Plurinational State of),BOL,2020,6,Reported,7785,13667,5882,4434,3918,4902
Bolivia (Plurinational State of),BOL,2020,7,Reported,7826,26386,18560,22995,22456,23505
Bolivia (Plurinational State of),BOL,2020,8,Reported,7586,17679,10093,33087,32501,33653
Bolivia (Plurinational State of),BOL,2020,9,Reported,7241,8658,1417,34504,33922,35104
Bolivia (Plurinational State of),BOL,2020,10,Reported,7340,8197,857,35362,34714,35989
Bolivia (Plurinational State of),BOL,2020,11,Reported,7100,7647,547,35909,35250,36581
Bolivia (Plurinational State of),BOL,2020,12,Reported,7515,7905,390,36298,35630,36992
Bolivia (Plurinational State of),BOL,2021,1,Reported,7735,15168,7433,43732,43037,44428
Bolivia (Plurinational State of),BOL,2021,2,Reported,7090,11190,4100,47832,47086,48573
Bolivia (Plurinational State of),BOL,2021,3,Reported,7570,9914,2344,50176,49395,50964
Bolivia (Plurinational State of),BOL,2021,4,Reported,7340,8847,1507,51682,50891,52486
Bolivia (Plurinational State of),BOL,2021,5,Reported,7766,13856,6090,57772,56967,58579
Bolivia (Plurinational State of),BOL,2021,6,Reported,8010,16524,8514,66286,65429,67156
Bolivia (Plurinational State of),BOL,2021,7,Reported,8047,13163,5116,71402,70529,72303
Bolivia (Plurinational State of),BOL,2021,8,Reported,7789,10600,2811,74213,73278,75159
Bolivia (Plurinational State of),BOL,2021,9,Reported,7450,8967,1517,75730,74761,76714
Bolivia (Plurinational State of),BOL,2021,10,Reported,7536,8455,919,76649,75641,77656
Bolivia (Plurinational State of),BOL,2021,11,Reported,7303,9113,1810,78459,77389,79503
Bolivia (Plurinational State of),BOL,2021,12,Reported,7731,17303,9572,88030,86965,89097
Brazil,BRA,2020,1,Reported,114734,115294,560,560,-1509,2618
Brazil,BRA,2020,2,Reported,103615,108196,4581,5141,2029,7931
Brazil,BRA,2020,3,Reported,115020,122198,7178,12319,8419,16065
Brazil,BRA,2020,4,Reported,116026,128032,12006,24325,19704,29028
Brazil,BRA,2020,5,Reported,123064,159536,36472,60797,55641,66139
Brazil,BRA,2020,6,Reported,123115,145278,22163,82960,76987,88850
Brazil,BRA,2020,7,Reported,127381,150043,22662,105622,98773,112096
Brazil,BRA,2020,8,Reported,120855,145785,24930,130552,123382,137478
Brazil,BRA,2020,9,Reported,114197,131132,16935,147487,139817,154784
Brazil,BRA,2020,10,Reported,115043,132679,17636,165123,157063,172807
Brazil,BRA,2020,11,Reported,109601,126408,16807,181931,173367,189900
Brazil,BRA,2020,12,Reported,114675,143555,28880,210811,202118,218739
Brazil,BRA,2021,1,Reported,116740,153961,37221,248032,239106,256532
Brazil,BRA,2021,2,Reported,105605,139093,33488,281520,272455,290274
Brazil,BRA,2021,3,Reported,117133,212565,95432,376952,367718,386353
Brazil,BRA,2021,4,Reported,118205,199579,81374,458327,448088,468657
Brazil,BRA,2021,5,Reported,125261,185570,60309,518636,507727,529235
Brazil,BRA,2021,6,Reported,125493,174552,49059,567695,557107,578159
Brazil,BRA,2021,7,Reported,129677,165923,36246,603941,593080,615206
Brazil,BRA,2021,8,Reported,123165,152329,29164,633106,621266,644822
Brazil,BRA,2021,9,Reported,116277,132803,16526,649631,637809,661549
Brazil,BRA,2021,10,Reported,117188,123728,6540,656171,644150,668815
Brazil,BRA,2021,11,Reported,111631,124970,13339,669510,656994,682497
Brazil,BRA,2021,12,Reported,116793,128550,11757,681267,668621,694325
Barbados,BRB,2020,1,Reported,293,301,8,8,-20,33
Barbados,BRB,2020,2,Reported,291,265,-26,-19,-56,18
Barbados,BRB,2020,3,Reported,288,288,0,-19,-65,25
Barbados,BRB,2020,4,Reported,287,216,-71,-90,-142,-42
Barbados,BRB,2020,5,Reported,286,289,3,-86,-145,-31
Barbados,BRB,2020,6,Reported,284,281,-3,-89,-155,-29
Barbados,BRB,2020,7,Reported,284,270,-14,-103,-171,-38
Barbados,BRB,2020,8,Reported,286,275,-11,-114,-186,-43
Barbados,BRB,2020,9,Reported,288,221,-67,-181,-257,-103
Barbados,BRB,2020,10,Reported,291,266,-25,-206,-292,-127
Barbados,BRB,2020,11,Reported,293,247,-46,-252,-340,-167
Barbados,BRB,2020,12,Reported,293,285,-8,-260,-352,-167
Barbados,BRB,2021,1,Reported,300,204,-96,-356,-453,-266
Barbados,BRB,2021,2,Reported,298,262,-36,-392,-494,-292
Barbados,BRB,2021,3,Reported,296,380,84,-308,-410,-201
Barbados,BRB,2021,4,Reported,294,223,-71,-379,-484,-264
Barbados,BRB,2021,5,Reported,292,261,-31,-410,-518,-297
Barbados,BRB,2021,6,Reported,293,291,-2,-411,-529,-288
Barbados,BRB,2021,7,Reported,292,169,-123,-534,-652,-410
Barbados,BRB,2021,8,Reported,293,293,0,-534,-660,-406
Barbados,BRB,2021,9,Reported,297,279,-18,-552,-684,-419
Barbados,BRB,2021,10,Predicted,299,400,101,-451,-643,-246
Barbados,BRB,2021,11,Predicted,301,372,71,-380,-609,-113
Barbados,BRB,2021,12,Predicted,299,323,24,-356,-628,-38
Brunei Darussalam,BRN,2020,1,Reported,196,233,37,37,22,53
Brunei Darussalam,BRN,2020,2,Reported,195,192,-3,34,13,56
Brunei Darussalam,BRN,2020,3,Reported,195,192,-3,31,6,57
Brunei Darussalam,BRN,2020,4,Reported,194,176,-18,13,-16,42
Brunei Darussalam,BRN,2020,5,Reported,194,173,-21,-8,-40,26
Brunei Darussalam,BRN,2020,6,Reported,194,231,37,29,-7,67
Brunei Darussalam,BRN,2020,7,Reported,196,178,-18,11,-25,49
Brunei Darussalam,BRN,2020,8,Reported,197,188,-9,2,-39,41
Brunei Darussalam,BRN,2020,9,Reported,198,155,-43,-41,-83,0
Brunei Darussalam,BRN,2020,10,Reported,198,169,-29,-70,-114,-25
Brunei Darussalam,BRN,2020,11,Reported,197,163,-34,-105,-152,-57
Brunei Darussalam,BRN,2020,12,Reported,196,178,-18,-123,-174,-72
Brunei Darussalam,BRN,2021,1,Predicted,206,188,-18,-140,-218,-60
Brunei Darussalam,BRN,2021,2,Predicted,204,191,-13,-154,-262,-37
Brunei Darussalam,BRN,2021,3,Predicted,204,193,-11,-165,-295,-23
Brunei Darussalam,BRN,2021,4,Predicted,203,197,-6,-170,-327,12
Brunei Darussalam,BRN,2021,5,Predicted,203,201,-2,-173,-364,33
Brunei Darussalam,BRN,2021,6,Predicted,203,202,-1,-174,-385,56
Brunei Darussalam,BRN,2021,7,Predicted,205,207,2,-172,-421,90
Brunei Darussalam,BRN,2021,8,Predicted,207,226,19,-153,-433,133
Brunei Darussalam,BRN,2021,9,Predicted,208,240,32,-121,-447,190
Brunei Darussalam,BRN,2021,10,Predicted,207,232,25,-96,-457,265
Brunei Darussalam,BRN,2021,11,Predicted,207,205,-2,-97,-486,280
Brunei Darussalam,BRN,2021,12,Predicted,206,193,-13,-110,-522,296
Bhutan,BTN,2020,1,Predicted,407,423,16,16,-91,155
Bhutan,BTN,2020,2,Predicted,402,402,1,16,-133,188
Bhutan,BTN,2020,3,Predicted,393,372,-20,-4,-181,193
Bhutan,BTN,2020,4,Predicted,388,342,-45,-50,-242,151
Bhutan,BTN,2020,5,Predicted,381,335,-46,-95,-314,120
Bhutan,BTN,2020,6,Predicted,373,332,-41,-137,-392,118
Bhutan,BTN,2020,7,Predicted,372,341,-30,-167,-427,101
Bhutan,BTN,2020,8,Predicted,371,339,-32,-199,-479,110
Bhutan,BTN,2020,9,Predicted,375,356,-19,-218,-520,100
Bhutan,BTN,2020,10,Predicted,379,376,-3,-221,-538,99
Bhutan,BTN,2020,11,Predicted,392,401,9,-212,-549,133
Bhutan,BTN,2020,12,Predicted,401,401,0,-212,-596,151
Bhutan,BTN,2021,1,Predicted,417,403,-13,-225,-626,167
Bhutan,BTN,2021,2,Predicted,411,377,-34,-259,-660,140
Bhutan,BTN,2021,3,Predicted,402,369,-33,-292,-714,116
Bhutan,BTN,2021,4,Predicted,397,360,-37,-329,-767,75
Bhutan,BTN,2021,5,Predicted,389,363,-26,-355,-818,84
Bhutan,BTN,2021,6,Predicted,381,364,-17,-373,-846,105
Bhutan,BTN,2021,7,Predicted,380,377,-3,-376,-862,75
Bhutan,BTN,2021,8,Predicted,379,379,0,-376,-872,104
Bhutan,BTN,2021,9,Predicted,383,370,-13,-389,-898,94
Bhutan,BTN,2021,10,Predicted,388,380,-8,-397,-906,120
Bhutan,BTN,2021,11,Predicted,401,399,-2,-399,-932,118
Bhutan,BTN,2021,12,Predicted,411,414,2,-397,-942,156
Botswana,BWA,2020,1,Predicted,1678,1743,65,65,-373,532
Botswana,BWA,2020,2,Predicted,1685,1718,33,98,-490,775
Botswana,BWA,2020,3,Predicted,1700,1664,-36,62,-677,820
Botswana,BWA,2020,4,Predicted,1730,1632,-98,-36,-903,872
Botswana,BWA,2020,5,Predicted,1773,1662,-110,-146,-1123,965
Botswana,BWA,2020,6,Predicted,1809,1767,-42,-189,-1276,948
Botswana,BWA,2020,7,Predicted,1813,1856,44,-145,-1366,1093
Botswana,BWA,2020,8,Predicted,1788,1878,90,-55,-1358,1305
Botswana,BWA,2020,9,Predicted,1734,1843,109,54,-1326,1515
Botswana,BWA,2020,10,Predicted,1693,1728,36,89,-1374,1589
Botswana,BWA,2020,11,Predicted,1683,1739,56,145,-1360,1658
Botswana,BWA,2020,12,Predicted,1682,1766,84,229,-1436,1859
Botswana,BWA,2021,1,Predicted,1687,2052,365,594,-1124,2267
Botswana,BWA,2021,2,Predicted,1694,2238,544,1138,-644,2984
Botswana,BWA,2021,3,Predicted,1707,2473,766,1903,-20,3809
Botswana,BWA,2021,4,Predicted,1739,2317,577,2480,534,4530
Botswana,BWA,2021,5,Predicted,1782,2284,502,2982,951,5181
Botswana,BWA,2021,6,Predicted,1818,2595,778,3760,1463,6011
Botswana,BWA,2021,7,Predicted,1823,2853,1030,4790,2566,7202
Botswana,BWA,2021,8,Predicted,1798,3294,1496,6286,3906,8791
Botswana,BWA,2021,9,Predicted,1743,2271,527,6813,4256,9403
Botswana,BWA,2021,10,Predicted,1702,1976,274,7087,4516,9844
Botswana,BWA,2021,11,Predicted,1694,1835,141,7228,4608,9976
Botswana,BWA,2021,12,Predicted,1692,1876,185,7413,4742,10081
Central African Republic,CAF,2020,1,Predicted,4647,4896,249,249,-859,1646
Central African Republic,CAF,2020,2,Predicted,4576,4840,264,513,-1114,2420
Central African Republic,CAF,2020,3,Predicted,4529,4702,173,686,-1436,2968
Central African Republic,CAF,2020,4,Predicted,4544,4311,-233,454,-1901,3076
Central African Republic,CAF,2020,5,Predicted,4574,4481,-93,360,-2181,3208
Central African Republic,CAF,2020,6,Predicted,4608,5306,698,1058,-1968,4283
Central African Republic,CAF,2020,7,Predicted,4644,5166,523,1581,-1705,4873
Central African Republic,CAF,2020,8,Predicted,4649,4961,312,1893,-1582,5434
Central African Republic,CAF,2020,9,Predicted,4644,4761,117,2010,-1783,5761
Central African Republic,CAF,2020,10,Predicted,4629,4596,-32,1978,-2057,6008
Central African Republic,CAF,2020,11,Predicted,4625,4796,171,2149,-1995,6332
Central African Republic,CAF,2020,12,Predicted,4620,4834,214,2363,-2047,6801
Central African Republic,CAF,2021,1,Predicted,4523,4783,260,2623,-2134,7000
Central African Republic,CAF,2021,2,Predicted,4460,4859,400,3023,-1975,7908
Central African Republic,CAF,2021,3,Predicted,4411,4913,501,3524,-1632,8550
Central African Republic,CAF,2021,4,Predicted,4423,5033,610,4134,-1085,9367
Central African Republic,CAF,2021,5,Predicted,4461,4978,517,4652,-741,10149
Central African Republic,CAF,2021,6,Predicted,4494,4819,325,4976,-757,10589
Central African Republic,CAF,2021,7,Predicted,4526,4935,409,5386,-559,11320
Central African Republic,CAF,2021,8,Predicted,4524,4823,299,5684,-397,11909
Central African Republic,CAF,2021,9,Predicted,4519,4667,149,5833,-435,11921
Central African Republic,CAF,2021,10,Predicted,4510,4585,75,5908,-271,12491
Central African Republic,CAF,2021,11,Predicted,4503,4672,168,6077,-593,12899
Central African Republic,CAF,2021,12,Predicted,4497,4667,170,6246,-278,13123
Canada,CAN,2020,1,Reported,26897,27019,122,122,-746,1001
Canada,CAN,2020,2,Reported,24510,23896,-614,-493,-1828,865
Canada,CAN,2020,3,Reported,25755,26059,304,-189,-1892,1486
Canada,CAN,2020,4,Reported,24160,28754,4594,4405,2513,6395
Canada,CAN,2020,5,Reported,23738,26931,3193,7598,5528,9703
Canada,CAN,2020,6,Reported,22208,22724,516,8114,5965,10402
Canada,CAN,2020,7,Reported,22660,23376,716,8830,6514,11254
Canada,CAN,2020,8,Reported,22615,23642,1027,9857,7466,12477
Canada,CAN,2020,9,Reported,22541,23736,1195,11053,8505,13680
Canada,CAN,2020,10,Reported,24391,25667,1276,12329,9706,15172
Canada,CAN,2020,11,Reported,24364,26629,2265,14594,11833,17620
Canada,CAN,2020,12,Reported,26865,29080,2215,16809,13859,19962
Canada,CAN,2021,1,Reported,27238,28814,1576,18385,15165,21474
Canada,CAN,2021,2,Reported,24779,23407,-1372,17013,13664,20388
Canada,CAN,2021,3,Reported,26050,24039,-2011,15002,11537,18522
Canada,CAN,2021,4,Reported,24457,23183,-1274,13728,10060,17490
